player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,GS,W,L,ERA,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP
Kleiver Benitez,831344,last_60,DSL,17.8,DSL Mariners,Total,D-MRN,- - -,0,0,0,5.40,0,0,0,1.2,8,3,1,1,0,0,0,0,0,0,3,16.20,.00,,.00,37.5%,0.0%,37.5%,.375,1.80,,,1.10
Aneudy Santos,831345,last_60,DSL,20.1,DSL Rangers Blue,Total,D-RNB,- - -,0,0,0,2.25,0,0,0,4.0,17,5,1,1,0,1,0,0,1,0,4,9.00,2.25,4.00,.00,23.5%,5.9%,17.6%,.312,1.50,,,3.45
Antwan Montana,831351,last_60,DSL,18.0,DSL CLE Mendoza,Total,D-CLM,- - -,1,0,0,4.50,0,0,0,1.1,11,1,6,6,0,6,0,0,5,0,2,13.50,4.50,.33,.00,18.2%,54.5%,-36.4%,.200,5.25,,,15.20
Josh Owens,831384,last_60,ACL,19.4,ACL Rangers,Total,A-RAN,- - -,1,0,0,2.08,0,0,0,8.2,33,7,2,2,0,2,0,0,0,0,10,1.38,2.08,5.00,.00,30.3%,6.1%,24.2%,.226,1.04,,,3.10
Melvin Robles,831448,last_60,DSL,18.3,DSL Royals Fortuna,Total,D-ROF,- - -,1,0,0,.00,0,0,0,2.2,13,1,0,0,0,3,0,0,0,0,4,13.50,1.12,1.33,.00,30.8%,23.1%,7.7%,.100,1.50,,,5.08
Maykol Vasquez,831527,last_60,DSL,18.6,DSL Mets Blue,Total,D-MEB,- - -,0,0,0,.00,0,0,0,0.2,5,1,0,0,0,2,0,0,1,0,1,13.50,27.00,.50,.00,20.0%,40.0%,-20.0%,.333,4.50,,,1.70
Jeronimo Palmeros,831528,last_60,ACL,19.4,ACL Padres,Total,A-PAD,- - -,2,0,0,7.71,0,0,0,2.1,13,5,2,2,0,1,0,0,0,0,5,19.29,3.86,5.00,.00,38.5%,7.7%,30.8%,.417,2.57,,,1.72
Luis Cepeda,831532,last_60,DSL,18.8,DSL Arizona Black,Total,D-ARB,- - -,1,0,1,45.00,0,0,0,1.0,11,2,6,5,0,6,0,0,1,0,1,9.00,54.00,.17,.00,9.1%,54.5%,-45.5%,.400,8.00,,,2.70
Luis Amador,831533,last_60,FCL,18.7,FCL Astros,Total,F-AST,- - -,0,0,1,15.00,0,0,1,9.0,53,14,16,15,3,10,2,1,0,2,6,6.00,1.00,.60,3.00,11.3%,18.9%,-7.5%,.333,2.67,,,1.71
Easton Marks,831560,last_60,A,22.6,Fresno Grizzlies,Total,FRE,- - -,0,2,1,4.57,0,0,0,21.2,101,20,16,11,3,16,0,2,3,0,21,8.72,6.65,1.31,1.25,20.8%,15.8%,5.0%,.241,1.66,,,6.78
Angelo Ladera,831567,last_60,FCL,19.6,FCL Red Sox,Total,F-RSX,- - -,5,0,3,12.82,0,0,0,13.1,74,21,23,19,0,10,0,3,3,3,18,12.15,6.75,1.80,.00,24.3%,13.5%,10.8%,.344,2.32,,,4.27
Aneury Montilla,831570,last_60,FCL,19.9,FCL Phillies,Total,F-PHI,- - -,0,2,0,7.50,0,0,0,12.0,64,15,12,10,2,9,0,2,3,1,9,6.75,6.75,1.00,1.50,14.1%,14.1%,0.0%,.283,2.00,,,7.46
Carson Fischer,831572,last_60,A,23.6,Fredericksburg Nationals,Total,FBG,- - -,10,3,0,1.40,0,0,0,45.0,169,38,8,7,0,7,0,0,1,0,38,7.60,1.40,5.43,.00,22.5%,4.1%,18.3%,.235,1.00,,,2.30
Jefferson Encarnacion,831575,last_60,DSL,21.2,DSL Rangers Red,Total,D-RNR,- - -,0,0,1,22.09,0,0,1,3.2,25,10,9,9,0,3,0,0,1,0,5,12.27,7.36,1.67,.00,20.0%,12.0%,8.0%,.455,3.55,,,4.43
Alex Lamu,831580,last_60,DSL,18.5,DSL Rangers Red,Total,D-RNR,- - -,1,0,0,.00,0,0,0,3.0,11,0,0,0,0,2,0,0,0,0,2,6.00,6.00,1.00,.00,18.2%,18.2%,0.0%,.000,.67,,,5.37
Daichi Moriki,831683,last_60,A,23.1,Lake Elsinore Storm,Total,LE,- - -,0,0,1,4.38,0,0,0,12.1,59,6,9,6,0,17,1,2,6,0,10,7.30,12.41,.59,.00,16.9%,28.8%,-11.9%,.150,1.86,,,7.43
Gustavo Garcia,831788,last_60,DSL,18.7,DSL Brewers Gold,Total,D-BWG,- - -,1,0,1,6.75,0,0,0,4.0,20,6,8,3,2,1,0,0,1,0,6,13.50,2.25,6.00,4.50,30.0%,5.0%,25.0%,.316,1.75,,,8.95
Ronny Arias,831807,last_60,DSL,17.9,DSL CLE Goryl,Total,D-CLG,- - -,0,0,0,9.00,0,0,0,3.0,15,4,3,3,2,3,0,0,1,0,2,6.00,9.00,.67,6.00,13.3%,20.0%,-6.7%,.333,2.33,,,15.04
Dalvi Nunez,831810,last_60,ACL,19.5,ACL Padres,Total,A-PAD,- - -,1,0,1,6.57,0,0,0,12.1,64,14,11,9,0,9,0,3,3,1,12,8.76,6.57,1.33,.00,18.8%,14.1%,4.7%,.269,1.86,,,5.69
Mauricio De La Cruz,831811,last_60,DSL,20.6,DSL Pirates Gold,Total,D-PIG,- - -,0,1,0,.00,0,0,0,3.1,14,3,0,0,0,1,0,0,0,0,3,8.10,2.70,3.00,.00,21.4%,7.1%,14.3%,.231,1.20,,,3.80
Hendrick Caña,831874,last_60,DSL,18.5,DSL Cardinals,Total,D-CAR,- - -,1,0,0,2.25,0,0,0,4.0,16,4,1,1,0,1,0,0,0,0,3,6.75,2.25,3.00,.00,18.8%,6.2%,12.5%,.267,1.25,,,3.95
Truman Pauley,831912,last_60,A,22.4,Kannapolis Cannon Ballers,Total,KAN,- - -,9,1,4,5.87,1,0,0,38.1,177,30,28,25,9,32,0,2,5,1,48,11.27,7.51,1.50,2.11,27.1%,18.1%,9.0%,.210,1.62,,,6.73
Yulian Quintana,831951,last_60,A+,25.9,Greensboro Grasshoppers,Total,GBO,- - -,0,2,0,8.76,0,0,1,12.1,61,9,13,12,2,13,0,3,1,0,10,7.30,9.49,.77,1.46,16.4%,21.3%,-4.9%,.200,1.78,,,7.95
Florangel Vasquez,831960,last_60,ACL,20.3,ACL Padres,Total,A-PAD,- - -,0,0,0,5.91,0,0,0,10.2,48,11,7,7,1,3,0,2,2,0,16,13.50,2.53,5.33,.84,33.3%,6.2%,27.1%,.256,1.31,,,4.34
Alexis Marinez,831980,last_60,DSL,20.3,DSL Tigers 2,Total,D-TI2,- - -,1,0,0,6.75,0,0,0,2.2,14,1,2,2,0,3,0,2,2,0,3,1.12,1.12,1.00,.00,21.4%,21.4%,0.0%,.111,1.50,,,8.08
Guillermo Baldelomar,831982,last_60,DSL,19.3,DSL Rojos,Total,D-ROJ,- - -,0,0,0,9.00,0,0,0,1.0,5,1,1,1,0,1,0,0,0,0,2,18.00,9.00,2.00,.00,40.0%,20.0%,20.0%,.250,2.00,,,3.70
Jainer Marmolejos,831991,last_60,DSL,18.6,DSL Orioles Orange,Total,D-ORO,- - -,0,0,0,6.75,0,0,1,2.2,11,0,2,2,0,3,0,0,0,0,5,16.88,1.12,1.67,.00,45.5%,27.3%,18.2%,.000,1.12,,,4.33
Isaac Vegas,832033,last_60,DSL,20.1,DSL Rays,Total,D-RAY,- - -,0,0,1,3.86,0,0,0,2.1,11,2,1,1,0,2,0,1,1,0,1,3.86,7.71,.50,.00,9.1%,18.2%,-9.1%,.250,1.71,,,7.70
Justin Henschel,832044,last_60,A,22.1,Daytona Tortugas,Total,DBT,- - -,5,0,3,7.91,0,0,0,19.1,90,20,17,17,1,17,1,0,1,0,14,6.52,7.91,.82,.47,15.6%,18.9%,-3.3%,.274,1.91,,,5.55
Justin Burgos,832060,last_60,DSL,17.4,DSL Phillies,Total,D-PHI,- - -,1,0,0,6.00,0,0,0,3.0,17,5,2,2,0,2,0,1,0,0,2,6.00,6.00,1.00,.00,11.8%,11.8%,0.0%,.357,2.33,,,6.37
Jorge Miranda,832062,last_60,DSL,17.7,DSL Phillies,Total,D-PHI,- - -,0,0,0,4.50,0,0,0,2.0,11,4,1,1,0,1,0,0,2,0,3,13.50,4.50,3.00,.00,27.3%,9.1%,18.2%,.400,2.50,,,3.20
Samuel Ortiz,832063,last_60,DSL,17.4,DSL Phillies,Total,D-PHI,- - -,1,0,0,9.00,0,0,0,3.0,17,5,4,3,0,3,0,1,0,0,4,12.00,9.00,1.33,.00,23.5%,17.6%,5.9%,.385,2.67,,,6.04
Juan Felix,832115,last_60,DSL,17.9,DSL White Sox,Total,D-WSX,- - -,0,0,0,.00,0,0,0,1.1,5,0,0,0,0,0,0,1,0,0,2,13.50,.00,,.00,40.0%,0.0%,40.0%,.000,.00,,,3.95
Cesar Nunez,832116,last_60,ACL,19.1,ACL White Sox,Total,A-WSX,- - -,0,1,1,1.57,0,0,0,7.2,45,8,10,9,0,12,0,0,3,0,5,5.87,14.09,.42,.00,11.1%,26.7%,-15.6%,.242,2.61,,,8.11
Jose Tovar,832154,last_60,DSL,17.6,DSL Phillies,Total,D-PHI,- - -,0,0,0,.00,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.00,.00,,.00,100.0%,0.0%,100.0%,.000,.00,,,-1.30
Alex Breckheimer,832225,last_60,A,22.7,Palm Beach Cardinals,Total,PMB,- - -,2,2,1,5.34,0,0,0,30.1,127,24,20,18,3,14,0,3,3,0,30,8.90,4.15,2.14,.89,23.6%,11.0%,12.6%,.218,1.25,,,4.68
Jackson Hauge,832226,last_60,A,25.3,St. Lucie Mets,Total,SLU,- - -,0,0,0,.00,0,0,0,1.0,4,1,0,0,0,0,0,0,0,0,1,9.00,.00,,.00,25.0%,0.0%,25.0%,.250,1.00,,,1.69
Eric Lin,832227,last_60,FCL,23.4,FCL Rays,Total,F-RAY,- - -,1,0,0,.00,0,0,0,4.2,17,4,0,0,0,0,0,0,0,0,7,13.50,.00,,.00,41.2%,0.0%,41.2%,.235,.86,,,1.04
Ezequiel Martinez,832278,last_60,DSL,19.6,DSL Rays,Total,D-RAY,- - -,0,1,0,.00,0,0,0,4.0,16,1,0,0,0,2,0,1,0,0,5,11.25,4.50,2.50,.00,31.2%,12.5%,18.8%,.077,.75,,,4.45
Sebastian Pina,832279,last_60,DSL,17.9,DSL Tampa Bay,Total,D-TAM,- - -,0,0,0,.00,0,0,2,2.1,10,2,1,0,0,0,0,1,0,0,5,19.29,.00,,.00,50.0%,0.0%,50.0%,.222,.86,,,1.70
Jack Kartsonas,832307,last_60,A+,25.6,Bowling Green Hot Rods,Total,BG,- - -,9,4,2,3.40,0,0,0,45.0,193,40,25,17,3,14,0,7,3,1,48,9.60,2.80,3.43,.60,24.9%,7.3%,17.6%,.233,1.20,,,3.72
Hector Dos Santos,832310,last_60,DSL,20.7,DSL Giants Black,Total,D-GIB,- - -,0,0,0,.00,0,0,0,1.1,5,0,0,0,0,1,0,0,1,0,2,13.50,6.75,2.00,.00,40.0%,20.0%,20.0%,.000,.75,,,3.95
Cristhian Duarte,832311,last_60,DSL,18.7,DSL Blue Jays Red,Total,D-BJR,- - -,1,0,1,1.80,0,0,0,5.0,19,3,1,1,0,0,0,1,0,0,7,12.60,.00,,.00,36.8%,0.0%,36.8%,.167,.60,,,2.50
Edrwin Veras,832312,last_60,DSL,23.1,DSL Blue Jays Red,Total,D-BJR,- - -,1,0,1,.00,0,0,0,2.2,13,1,2,0,0,2,0,0,0,0,3,1.12,6.75,1.50,.00,23.1%,15.4%,7.7%,.091,1.12,,,4.70
Isael Torres,832315,last_60,ACL,20.0,ACL D-backs,Total,A-DBA,- - -,0,3,1,7.36,0,0,2,7.1,34,8,7,6,1,4,0,1,2,0,8,9.82,4.91,2.00,1.23,23.5%,11.8%,11.8%,.276,1.64,,,6.35
Ricardo Heredia,832316,last_60,DSL,20.3,DSL Astros Blue,Total,D-ASB,- - -,1,0,0,6.00,0,0,0,3.0,15,3,2,2,0,3,0,1,1,1,3,9.00,9.00,1.00,.00,20.0%,20.0%,0.0%,.273,2.00,,,6.70
Greison Acosta,832317,last_60,DSL,18.5,DSL Mets Blue,Total,D-MEB,- - -,1,0,0,33.75,0,0,0,1.1,11,5,6,5,1,3,0,0,2,0,0,.00,2.25,.00,6.75,0.0%,27.3%,-27.3%,.625,6.00,,,21.20
Leandro Rodriguez,832318,last_60,ACL,20.6,ACL Giants,Total,A-GIA,- - -,6,0,1,3.86,0,0,0,21.0,84,15,9,9,2,7,0,2,0,3,26,11.14,3.00,3.71,.86,31.0%,8.3%,22.6%,.200,1.05,,,4.76
Luis Martinez,832327,last_60,DSL,17.3,DSL Rockies,Total,D-RCK,- - -,1,0,0,6.00,0,0,0,3.0,15,4,3,2,0,1,0,0,0,0,1,3.00,3.00,1.00,.00,6.7%,6.7%,0.0%,.286,1.67,,,5.04
Cristian Rego,832328,last_60,DSL,17.8,DSL Phillies,Total,D-PHI,- - -,1,0,0,.00,0,0,0,2.0,9,2,1,0,0,0,0,0,0,0,5,22.50,.00,,.00,55.6%,0.0%,55.6%,.222,1.00,,,-.30
Gensi Angeles,832399,last_60,FCL,18.5,FCL Braves,Total,F-BRV,- - -,5,1,1,1.98,0,0,0,27.1,115,23,7,6,0,10,0,1,0,1,21,6.91,3.29,2.10,.00,18.3%,8.7%,9.6%,.221,1.21,,,3.71
Bryan Lara,832440,last_60,DSL,18.0,DSL LAD Bautista,Total,D-LAB,- - -,1,0,1,4.50,0,0,0,2.0,12,3,3,1,0,3,0,0,0,0,2,9.00,13.50,.67,.00,16.7%,25.0%,-8.3%,.333,3.00,,,7.20
Yonleg Gaetano,832441,last_60,A,20.8,Bradenton Marauders,Total,BRD,- - -,6,0,1,3.20,0,0,0,25.1,104,19,10,9,2,9,0,4,1,1,17,6.04,3.20,1.89,.71,16.3%,8.7%,7.7%,.209,1.11,,,4.92
Rodrigo Ramirez,832443,last_60,DSL,19.4,DSL Blue Jays Red,Total,D-BJR,- - -,1,0,0,1.93,0,0,0,4.2,18,2,1,1,0,3,0,0,0,0,4,7.71,5.79,1.33,.00,22.2%,16.7%,5.6%,.133,1.07,,,4.92
Yeraldo Salcedo,832448,last_60,FCL,19.2,FCL Pirates,Total,F-PIR,- - -,0,0,1,4.38,0,0,0,12.1,55,12,7,6,0,6,0,0,0,0,11,8.03,4.38,1.83,.00,20.0%,10.9%,9.1%,.245,1.46,,,3.59
Kaleb Wing,832453,last_60,A,19.4,Myrtle Beach Pelicans,Total,MB,- - -,6,0,3,4.03,0,0,0,22.1,90,19,10,10,4,5,0,1,5,0,34,13.70,2.01,6.80,1.61,37.8%,5.6%,32.2%,.226,1.07,,,4.25
Matthew Fisher,832455,last_60,FCL,20.2,FCL Phillies,Total,F-PHI,- - -,5,0,1,5.93,0,0,0,13.2,64,13,10,9,2,6,0,4,1,1,17,11.20,3.95,2.83,1.32,26.6%,9.4%,17.2%,.241,1.39,,,5.65
CJ Gray,832457,last_60,ACL,19.4,ACL Angels,Total,A-ANG,- - -,0,0,0,6.75,0,0,0,2.2,14,3,4,2,0,0,0,2,1,0,4,13.50,.00,,.00,28.6%,0.0%,28.6%,.250,1.12,,,3.97
Starling Reyes,832488,last_60,DSL,19.5,DSL Angels,Total,D-ANG,- - -,0,0,0,27.00,0,0,0,1.0,11,2,5,3,0,5,0,0,0,0,0,.00,45.00,.00,.00,0.0%,45.5%,-45.5%,.333,7.00,,,19.70
Sebastian Castillo,832492,last_60,DSL,19.3,DSL NYY Bombers,Total,D-NYB,- - -,1,0,0,6.00,0,0,0,3.0,13,4,2,2,0,2,0,0,1,0,3,9.00,6.00,1.50,.00,23.1%,15.4%,7.7%,.364,2.00,,,4.70
Kevin Pino,832493,last_60,DSL,19.5,DSL Mariners,Total,D-MRN,- - -,0,1,1,3.00,0,0,0,3.0,18,3,2,1,0,7,1,1,2,0,3,9.00,21.00,.43,.00,16.7%,38.9%,-22.2%,.300,3.33,,,1.70
Jose Menes,832494,last_60,DSL,22.5,DSL Tampa Bay,Total,D-TAM,- - -,1,0,0,15.43,0,0,0,2.1,14,5,5,4,0,2,0,0,0,0,2,7.71,7.71,1.00,.00,14.3%,14.3%,0.0%,.417,3.00,,,5.56
Lenin Caceres,832557,last_60,DSL,23.9,DSL NYY Bombers,Total,D-NYB,- - -,0,0,0,3.86,0,0,0,2.1,16,2,2,1,0,6,0,1,2,0,6,23.14,23.14,1.00,.00,37.5%,37.5%,0.0%,.222,3.43,,,8.56
Osvaldo Platas,832558,last_60,DSL,19.2,DSL Mariners,Total,D-MRN,- - -,1,0,0,6.75,0,0,0,2.2,14,4,2,2,2,1,0,0,0,0,3,1.12,3.38,3.00,6.75,21.4%,7.1%,14.3%,.308,1.88,,,13.33
Ben Moore,832560,last_60,A,22.1,Fredericksburg Nationals,Total,FBG,- - -,0,0,0,2.25,0,0,0,1.1,8,1,3,3,0,2,0,1,0,0,0,.00,13.50,.00,.00,0.0%,25.0%,-25.0%,.200,2.25,,,1.27
Dylan Brown,832562,last_60,A,21.8,Salem RidgeYaks,Total,SAL,- - -,7,2,4,3.19,0,0,0,36.2,163,35,19,13,0,20,0,4,3,1,51,12.52,4.91,2.55,.00,31.3%,12.3%,19.0%,.252,1.50,,,2.73
Kelvin Marte,832577,last_60,DSL,18.9,DSL Padres Brown,Total,D-PAB,- - -,0,0,0,4.50,0,0,0,4.0,24,7,4,2,1,3,0,0,2,0,4,9.00,6.75,1.33,2.25,16.7%,12.5%,4.2%,.333,2.50,,,8.20
Miguel Martinez,832578,last_60,DSL,19.6,DSL Twins,Total,D-TWI,- - -,0,0,0,.00,0,0,0,3.1,11,0,0,0,0,1,0,0,0,0,4,1.80,2.70,4.00,.00,36.4%,9.1%,27.3%,.000,.30,,,3.20
Wagner Soto,832695,last_60,DSL,17.8,DSL Blue Jays Blue,Total,D-BJB,- - -,0,0,0,4.50,0,0,0,2.0,12,1,1,1,0,7,0,1,0,0,1,4.50,31.50,.14,.00,8.3%,58.3%,-50.0%,.250,4.00,,,15.70
Ariel Dilone,832697,last_60,DSL,18.7,DSL Padres Brown,Total,D-PAB,- - -,0,0,0,11.57,0,0,0,2.1,17,3,3,3,0,7,0,0,1,1,4,15.43,27.00,.57,.00,23.5%,41.2%,-17.6%,.300,4.29,,,1.28
Cameron Millar,832698,last_60,ACL,19.1,ACL Royals,Total,A-ROY,- - -,4,1,1,4.91,0,0,0,14.2,56,14,8,8,5,3,0,0,1,0,21,12.89,1.84,7.00,3.07,37.5%,5.4%,32.1%,.264,1.16,,,6.90
Matt Barr,832699,last_60,FCL,20.4,FCL Twins,Total,F-TWI,- - -,2,0,1,7.71,0,0,0,2.1,12,2,2,2,1,2,0,1,0,0,0,.00,7.71,.00,3.86,0.0%,16.7%,-16.7%,.222,1.71,,,13.47
Steven Duran,832704,last_60,DSL,17.9,DSL Brewers Blue,Total,D-BWB,- - -,1,0,0,4.50,0,0,0,4.0,18,3,2,2,0,4,0,1,1,0,4,9.00,9.00,1.00,.00,22.2%,22.2%,0.0%,.231,1.75,,,6.45
Albert Perez,832707,last_60,DSL,18.5,DSL Padres Gold,Total,D-PAG,- - -,0,0,1,9.00,0,0,0,2.0,15,3,4,2,0,5,0,1,1,0,0,.00,22.50,.00,.00,0.0%,33.3%,-33.3%,.333,4.00,,,13.70
Beiker Rodríguez,832710,last_60,DSL,19.2,DSL Cardinals,Total,D-CAR,- - -,0,1,0,1.93,0,0,0,4.2,26,7,5,1,0,3,0,0,0,0,2,3.86,5.79,.67,.00,7.7%,11.5%,-3.8%,.304,2.14,,,5.78
Ysaias Escalona,832723,last_60,DSL,19.7,DSL Reds,Total,D-RED,- - -,0,0,0,.00,0,0,0,3.2,13,1,0,0,0,1,0,1,0,0,2,4.91,2.45,2.00,.00,15.4%,7.7%,7.7%,.091,.55,,,5.25
Luisangel Chirino,832724,last_60,DSL,19.0,DSL Reds,Total,D-RED,- - -,0,2,0,1.80,0,0,0,5.0,22,4,1,1,0,3,0,1,1,0,3,5.40,5.40,1.00,.00,13.6%,13.6%,0.0%,.222,1.40,,,5.90
Jose Vargas,832788,last_60,DSL,18.3,DSL NYY Yankees,Total,D-NYY,- - -,0,0,0,6.75,0,0,0,1.1,7,1,3,1,0,1,0,1,1,0,1,6.75,6.75,1.00,.00,14.3%,14.3%,0.0%,.200,1.50,,,7.70
Enyer Dominguez,832791,last_60,DSL,19.0,DSL Blue Jays Blue,Total,D-BJB,- - -,0,0,0,.00,0,0,0,2.0,8,1,0,0,0,3,0,0,1,0,1,4.50,13.50,.33,.00,12.5%,37.5%,-25.0%,.200,2.00,,,8.20
Diego Carrillo,832796,last_60,DSL,18.9,DSL NYY Bombers,Total,D-NYB,- - -,0,0,0,4.15,0,0,0,4.1,21,5,2,2,1,3,0,0,1,0,5,1.38,6.23,1.67,2.08,23.8%,14.3%,9.5%,.278,1.85,,,7.47
Fredy Penuelas,832798,last_60,DSL,19.0,DSL NYY Yankees,Total,D-NYY,- - -,1,0,0,2.70,0,0,0,3.1,14,2,2,1,0,3,0,0,0,0,5,13.50,8.10,1.67,.00,35.7%,21.4%,14.3%,.182,1.50,,,4.40
Gensy Aquino,832799,last_60,DSL,18.7,DSL Padres Brown,Total,D-PAB,- - -,0,1,0,.00,0,0,0,1.1,6,1,2,0,0,2,0,0,0,0,0,.00,13.50,.00,.00,0.0%,33.3%,-33.3%,.250,2.25,,,9.20
Yonaiker Perez,832801,last_60,DSL,19.5,DSL Tampa Bay,Total,D-TAM,- - -,1,0,0,.00,0,0,0,3.0,14,2,0,0,0,4,0,0,1,0,2,6.00,12.00,.50,.00,14.3%,28.6%,-14.3%,.200,2.00,,,7.37
Juan Muniz,832802,last_60,FCL,18.4,FCL Pirates,Total,F-PIR,- - -,0,2,1,3.38,0,0,0,13.1,55,11,7,5,0,4,0,1,3,1,12,8.10,2.70,3.00,.00,21.8%,7.3%,14.5%,.220,1.12,,,3.37
Cesar Garcia,833066,last_60,DSL,18.7,DSL Miami,Total,D-MIA,- - -,0,0,0,.00,0,0,0,2.1,10,1,0,0,0,1,0,1,0,0,0,.00,3.86,.00,.00,0.0%,10.0%,-10.0%,.125,.86,,,7.28
Jose Trevizo,833067,last_60,DSL,18.0,DSL Giants Orange,Total,D-GIO,- - -,0,0,0,21.60,0,0,0,1.2,11,4,4,4,0,1,0,1,0,0,2,1.80,5.40,2.00,.00,18.2%,9.1%,9.1%,.444,3.00,,,5.90
Scott Rouse,833071,last_60,A,24.5,Inland Empire 66ers,Total,IE,- - -,2,0,0,.00,0,0,0,19.0,72,11,2,0,0,3,0,1,1,0,18,8.53,1.42,6.00,.00,25.0%,4.2%,20.8%,.162,.74,,,3.16
Ethan Walker,833080,last_60,A,21.9,Salem RidgeYaks,Total,SAL,- - -,1,2,2,4.35,0,0,0,20.2,91,13,12,10,2,15,0,0,0,0,30,13.06,6.53,2.00,.87,33.0%,16.5%,16.5%,.171,1.35,,,4.05
Scarling Sterling,833144,last_60,DSL,18.8,DSL Orioles Orange,Total,D-ORO,- - -,0,0,0,54.00,0,0,0,0.1,6,1,2,2,0,4,0,0,0,1,0,.00,108.00,.00,.00,0.0%,66.7%,-66.7%,.500,15.00,,,4.70
Waner Perez,833146,last_60,DSL,20.6,DSL Orioles Black,Total,D-ORB,- - -,0,0,0,.00,0,0,1,2.1,10,1,0,0,0,2,0,0,0,0,1,3.86,7.71,.50,.00,10.0%,20.0%,-10.0%,.125,1.29,,,6.42
Albert Feliz,833184,last_60,DSL,20.5,DSL LAD Mega,Total,D-LAM,- - -,0,0,0,16.88,0,0,0,2.2,16,4,6,5,0,4,0,1,0,0,2,6.75,13.50,.50,.00,12.5%,25.0%,-12.5%,.364,3.00,,,8.83
Juan Cordero,833193,last_60,DSL,20.8,DSL Royals Ventura,Total,D-ROV,- - -,0,0,0,67.50,0,0,0,0.2,8,4,5,5,1,1,0,1,1,0,1,13.50,13.50,1.00,13.50,12.5%,12.5%,0.0%,.667,7.50,,,3.20
Michael De La Cruz,833199,last_60,FCL,19.9,FCL Blue Jays,Total,F-BLU,- - -,0,3,0,6.43,0,0,0,7.0,41,11,5,5,1,9,0,0,1,0,11,14.14,11.57,1.22,1.29,26.8%,22.0%,4.9%,.344,2.86,,,6.61
Yeider Mindiola,833207,last_60,FCL,19.9,FCL Mets,Total,F-MET,- - -,0,1,0,.00,0,0,0,2.0,8,1,0,0,0,2,0,0,0,0,0,.00,9.00,.00,.00,0.0%,25.0%,-25.0%,.167,1.50,,,7.04
Jefersson Marte,833224,last_60,DSL,18.1,DSL Reds,Total,D-RED,- - -,0,0,0,67.50,0,0,0,0.2,7,2,5,5,0,3,0,0,1,0,1,13.50,4.50,.33,.00,14.3%,42.9%,-28.6%,.500,7.50,,,15.20
Daniel Burciaga,833229,last_60,DSL,18.0,DSL Padres Gold,Total,D-PAG,- - -,0,0,0,27.00,0,0,0,0.2,4,1,2,2,0,1,0,0,0,0,2,27.00,13.50,2.00,.00,50.0%,25.0%,25.0%,.333,3.00,,,3.20
Oscar Vaamonde,833238,last_60,DSL,18.7,DSL Red Sox Red,Total,D-RSR,- - -,1,0,1,4.50,0,0,0,4.0,15,3,2,2,0,1,0,0,0,1,7,15.75,2.25,7.00,.00,46.7%,6.7%,40.0%,.214,1.00,,,1.95
Henderson Hernandez,833253,last_60,DSL,19.5,DSL Mets Blue,Total,D-MEB,- - -,0,0,0,5.40,0,0,0,3.1,17,3,3,2,0,2,0,1,1,0,4,1.80,5.40,2.00,.00,23.5%,11.8%,11.8%,.214,1.50,,,5.00
Angel Rosado,833255,last_60,DSL,20.8,DSL Pirates Black,Total,D-PIB,- - -,0,0,0,4.50,0,0,1,2.0,9,2,1,1,0,1,0,0,3,0,3,13.50,4.50,3.00,.00,33.3%,11.1%,22.2%,.250,1.50,,,3.20
Carlos Falcon,833260,last_60,DSL,18.2,DSL Red Sox Blue,Total,D-RSB,- - -,0,0,1,4.50,0,0,0,2.0,8,2,1,1,0,0,0,0,1,0,3,13.50,.00,,.00,37.5%,0.0%,37.5%,.250,1.00,,,1.70
Eliezer Peralta,833294,last_60,DSL,17.5,DSL Miami,Total,D-MIA,- - -,1,0,1,22.50,0,0,0,2.0,13,4,5,5,0,3,0,0,2,0,2,9.00,13.50,.67,.00,15.4%,23.1%,-7.7%,.400,3.50,,,7.20
Dalvin Marte,833315,last_60,DSL,18.3,DSL Rockies,Total,D-RCK,- - -,0,1,0,2.45,0,0,0,3.2,18,1,1,1,0,4,0,2,1,0,3,7.36,9.82,.75,.00,16.7%,22.2%,-5.6%,.083,1.36,,,7.98
Geferlyn Avelino,833331,last_60,DSL,19.6,DSL LAD Mega,Total,D-LAM,- - -,0,0,0,.00,0,0,0,1.1,7,1,0,0,0,2,0,0,0,0,2,13.50,13.50,1.00,.00,28.6%,28.6%,0.0%,.200,2.25,,,6.20
Joe Scarborough,833376,last_60,A,22.1,St. Lucie Mets,Total,SLU,- - -,0,1,0,3.44,0,0,3,18.1,84,21,7,7,0,13,0,2,1,1,16,7.85,6.38,1.23,.00,19.0%,15.5%,3.6%,.304,1.85,,,4.40
Jack Moroknek,833381,last_60,A,22.9,Fredericksburg Nationals,Total,FBG,- - -,0,0,0,5.40,0,0,1,1.2,9,2,1,1,0,2,0,0,0,0,1,5.40,1.80,.50,.00,11.1%,22.2%,-11.1%,.286,2.40,,,5.92
Mason Estrada,833386,last_60,A,22.1,Ontario Tower Buzzers,Total,ONT,- - -,8,1,1,7.22,0,0,0,33.2,167,30,29,27,2,34,0,4,5,2,36,9.62,9.09,1.06,.53,21.6%,20.4%,1.2%,.233,1.90,,,6.45
