player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,GS,W,L,ERA,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP
Ethan Storm,833401,last_60,A,22.0,Charleston RiverDogs,Total,CHS,- - -,8,2,3,6.86,0,0,0,39.1,186,48,36,30,3,23,0,4,2,0,36,8.24,5.26,1.57,.69,19.4%,12.4%,7.0%,.302,1.81,,,4.74
Kamden Edge,833403,last_60,A+,21.7,Quad Cities River Bandits,Total,QC,- - -,0,1,0,1.74,0,0,3,20.2,77,6,5,4,2,6,0,4,1,0,27,11.76,2.61,4.50,.87,35.1%,7.8%,27.3%,.090,.58,,,4.02
Denton Biller,833410,last_60,A,21.5,Delmarva Shorebirds,Total,DEL,- - -,7,1,2,6.34,0,0,1,32.2,156,35,27,23,5,17,0,10,5,1,27,7.44,4.68,1.59,1.38,17.3%,10.9%,6.4%,.271,1.59,,,6.34
Nick Falter,833413,last_60,A,23.1,Lake Elsinore Storm,Total,LE,- - -,0,1,1,2.02,0,0,1,35.2,140,24,9,8,1,10,0,4,2,0,34,8.58,2.52,3.40,.25,24.3%,7.1%,17.1%,.190,.95,,,4.06
Noah Edders,833415,last_60,A,23.0,Myrtle Beach Pelicans,Total,MB,- - -,6,0,2,4.33,0,0,0,27.0,118,26,17,13,4,9,0,3,1,3,25,8.33,3.00,2.78,1.33,21.2%,7.6%,13.6%,.245,1.30,,,4.93
Peyton Fosher,833439,last_60,A+,23.1,Beloit Sky Carp,Total,BEL,- - -,6,1,2,5.03,0,0,0,34.0,155,33,24,19,3,22,0,3,9,0,44,11.65,5.82,2.00,.79,28.4%,14.2%,14.2%,.254,1.62,,,4.69
Edgar Lugo,833480,last_60,DSL,18.7,DSL Reds,Total,D-RED,- - -,0,0,0,13.50,0,0,0,2.2,12,3,4,4,1,3,0,0,0,0,1,3.38,1.12,.33,3.38,8.3%,25.0%,-16.7%,.333,2.25,,,12.20
Victor De Jesus,833483,last_60,DSL,19.8,DSL CLE Mendoza,Total,D-CLM,- - -,0,0,0,.00,0,0,0,1.1,5,0,0,0,0,0,0,1,0,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.000,.00,,,6.95
Deiker Pineda,833484,last_60,FCL,20.1,FCL Blue Jays,Total,F-BLU,- - -,0,2,0,4.32,0,0,0,16.2,70,13,10,8,3,6,0,0,1,2,15,8.10,3.24,2.50,1.62,21.4%,8.6%,12.9%,.203,1.14,,,5.66
Dillon Stiltner,833490,last_60,FCL,19.5,FCL Mets,Total,F-MET,- - -,3,0,1,15.43,0,0,0,9.1,56,17,19,16,2,6,0,6,0,1,11,1.61,5.79,1.83,1.93,19.6%,10.7%,8.9%,.386,2.46,,,8.33
Jose Blanco,834231,last_60,DSL,21.9,DSL Padres Gold,Total,D-PAG,- - -,0,0,0,24.00,0,0,0,3.0,19,6,8,8,1,4,0,0,2,0,3,9.00,12.00,.75,3.00,15.8%,21.1%,-5.3%,.400,3.33,,,11.04
Jeferson Villabona,834232,last_60,ACL,25.5,ACL Padres,Total,A-PAD,- - -,0,1,0,1.57,0,0,0,7.2,40,12,9,9,2,6,0,1,1,0,6,7.04,7.04,1.00,2.35,15.0%,15.0%,0.0%,.364,2.35,,,8.59
Luke LaCourse,834241,last_60,ACL,19.6,ACL Angels,Total,A-ANG,- - -,3,2,2,7.54,0,0,0,22.2,113,34,20,19,1,12,0,1,4,1,24,9.53,4.76,2.00,.40,21.2%,10.6%,10.6%,.340,2.03,,,4.89
Camden Lohman,834242,last_60,FCL,19.6,FCL Mets,Total,F-MET,- - -,5,0,1,7.45,0,0,0,19.1,92,21,18,16,3,17,0,0,4,0,22,1.24,7.91,1.29,1.40,23.9%,18.5%,5.4%,.280,1.97,,,6.42
Jose Vega,834249,last_60,DSL,17.3,DSL Cardinals,Total,D-CAR,- - -,1,0,0,.00,0,0,0,3.1,15,2,0,0,0,2,0,1,0,0,3,8.10,5.40,1.50,.00,20.0%,13.3%,6.7%,.167,1.20,,,5.60
Alejandro Bustamante,834289,last_60,DSL,18.8,DSL Brewers Blue,Total,D-BWB,- - -,1,0,0,.00,0,0,0,4.0,14,0,0,0,0,3,0,0,0,1,4,9.00,6.75,1.33,.00,28.6%,21.4%,7.1%,.000,.75,,,4.95
Maximin Medina,834294,last_60,DSL,18.5,DSL Nationals,Total,D-NAT,- - -,1,0,0,.00,0,0,0,3.0,14,3,0,0,0,2,0,0,0,0,4,12.00,6.00,2.00,.00,28.6%,14.3%,14.3%,.250,1.67,,,4.04
Danny Sanchez,834326,last_60,DSL,17.4,DSL Royals Fortuna,Total,D-ROF,- - -,0,0,0,16.20,0,0,0,1.2,9,3,3,3,0,1,0,1,1,0,1,5.40,5.40,1.00,.00,11.1%,11.1%,0.0%,.429,2.40,,,7.10
Diego Castro,834392,last_60,DSL,19.7,DSL Rays,Total,D-RAY,- - -,0,1,0,24.00,0,0,0,3.0,19,5,8,8,0,4,0,2,0,0,5,15.00,12.00,1.25,.00,26.3%,21.1%,5.3%,.385,3.00,,,7.37
Caleb Leys,834393,last_60,A,22.9,Lakeland Flying Tigers,Total,LAK,- - -,6,0,3,5.46,0,0,0,28.0,135,34,22,17,4,16,0,0,4,1,23,7.39,5.14,1.44,1.29,17.0%,11.9%,5.2%,.286,1.79,,,5.62
Richie Cortese,834395,last_60,A,23.1,Clearwater Threshers,Total,CLR,- - -,0,1,1,2.31,0,0,0,11.2,51,6,5,3,0,9,0,1,2,0,22,16.97,6.94,2.44,.00,43.1%,17.6%,25.5%,.146,1.29,,,2.49
Eston Stull,834575,last_60,A+,27.4,Cedar Rapids Kernels,Total,CR,- - -,0,1,0,2.37,0,0,3,19.0,85,14,10,5,2,12,0,1,1,0,30,14.21,5.68,2.50,.95,35.3%,14.1%,21.2%,.194,1.37,,,4.19
Tyler Bowen,834579,last_60,A,23.4,Clearwater Threshers,Total,CLR,- - -,0,1,1,7.62,0,0,1,13.0,65,20,15,11,3,6,0,0,3,0,21,14.54,4.15,3.50,2.08,32.3%,9.2%,23.1%,.339,2.00,,,4.85
Blake Morgan,834581,last_60,FCL,22.9,FCL Rays,Total,F-RAY,- - -,6,2,0,2.20,0,0,0,32.2,128,24,8,8,2,6,0,0,0,1,33,9.09,1.65,5.50,.55,25.8%,4.7%,21.1%,.197,.92,,,3.19
Kailen Hamson,834596,last_60,A,24.2,Delmarva Shorebirds,Total,DEL,- - -,4,3,3,5.73,0,0,0,37.2,183,32,28,24,5,35,0,7,5,2,41,9.80,8.36,1.17,1.19,22.4%,19.1%,3.3%,.227,1.78,,,6.41
Tommy Case,834670,last_60,ACL,18.9,ACL Dodgers,Total,A-DOD,- - -,0,0,0,.00,0,0,0,1.2,10,2,2,0,0,1,0,0,1,0,2,1.80,5.40,2.00,.00,20.0%,10.0%,10.0%,.222,1.80,,,4.12
Jake Brink,834673,last_60,A,22.9,Daytona Tortugas,Total,DBT,- - -,2,0,1,9.82,0,0,0,11.0,58,19,12,12,1,3,0,4,1,0,9,7.36,2.45,3.00,.82,15.5%,5.2%,10.3%,.373,2.00,,,5.15
Trey Seeley,834682,last_60,ACL,23.9,ACL Giants,Total,A-GIA,- - -,1,1,0,7.00,0,0,0,9.0,42,11,9,7,1,4,0,0,0,0,11,11.00,4.00,2.75,1.00,26.2%,9.5%,16.7%,.289,1.67,,,5.05
Deimer Rodriguez,834704,last_60,DSL,17.9,DSL Orioles Orange,Total,D-ORO,- - -,0,0,0,.00,0,0,0,2.1,10,2,0,0,0,2,0,0,1,0,1,3.86,7.71,.50,.00,10.0%,20.0%,-10.0%,.250,1.71,,,6.42
Holden deJong,834722,last_60,FCL,22.2,FCL Orioles,Total,F-ORI,- - -,1,0,0,.00,0,0,0,2.2,12,1,0,0,0,2,0,1,1,0,5,16.88,6.75,2.50,.00,41.7%,16.7%,25.0%,.111,1.12,,,3.67
Miguel Neira,834726,last_60,ACL,21.7,ACL Rangers,Total,A-RAN,- - -,0,1,0,6.75,0,0,0,13.1,61,16,12,10,4,5,0,1,4,0,20,13.50,3.38,4.00,2.70,32.8%,8.2%,24.6%,.291,1.57,,,6.97
Ramon Pena,834731,last_60,DSL,17.4,DSL Miami,Total,D-MIA,- - -,0,0,0,3.86,0,0,0,2.1,10,4,1,1,0,0,0,1,0,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.444,1.71,,,5.99
Nehemias Valdez,834757,last_60,DSL,19.6,DSL LAD Mega,Total,D-LAM,- - -,0,0,0,6.75,0,0,1,1.1,6,1,1,1,0,1,0,0,0,0,1,6.75,6.75,1.00,.00,16.7%,16.7%,0.0%,.200,1.50,,,5.45
Emmanuel Polo,834801,last_60,DSL,18.4,DSL Padres Gold,Total,D-PAG,- - -,0,0,1,27.00,0,0,0,1.0,9,3,4,3,0,4,0,0,1,0,1,9.00,36.00,.25,.00,11.1%,44.4%,-33.3%,.600,7.00,,,14.70
McLane Moody,834851,last_60,FCL,19.8,FCL Pirates,Total,F-PIR,- - -,4,1,1,12.71,0,0,0,5.2,38,7,12,8,1,15,0,0,3,0,7,11.12,23.82,.47,1.59,18.4%,39.5%,-21.1%,.304,3.88,,,11.81
Brennan Stuprich,834863,last_60,A,24.6,Tampa Tarpons,Total,TAM,- - -,2,2,0,2.95,0,0,0,18.1,71,13,9,6,3,3,0,1,1,1,20,9.82,1.47,6.67,1.47,28.2%,4.2%,23.9%,.194,.87,,,4.29
Gabel Pentecost,834872,last_60,A,22.7,Fayetteville Woodpeckers,Total,FAY,- - -,1,2,1,5.54,0,0,0,13.0,54,11,8,8,2,5,0,0,0,0,12,8.31,3.46,2.40,1.38,22.2%,9.3%,13.0%,.224,1.23,,,4.83
Jacob Kuhn,834873,last_60,A,22.0,Charleston RiverDogs,Total,CHS,- - -,3,0,0,2.25,0,0,0,28.0,116,18,9,7,0,16,0,1,2,0,32,1.29,5.14,2.00,.00,27.6%,13.8%,13.8%,.182,1.21,,,3.06
Reece Wissinger,834882,last_60,A+,24.9,Vancouver Canadians,Total,VAN,- - -,0,0,1,5.26,0,0,0,25.2,109,29,16,15,4,6,0,0,2,0,22,7.71,2.10,3.67,1.40,20.2%,5.5%,14.7%,.282,1.36,,,4.66
Erickson Ettien,834888,last_60,DSL,19.5,DSL Red Sox Blue,Total,D-RSB,- - -,0,0,0,.00,0,0,1,1.2,7,0,0,0,0,2,0,0,0,0,1,5.40,1.80,.50,.00,14.3%,28.6%,-14.3%,.000,1.20,,,7.10
Freigher Barco,834892,last_60,FCL,20.4,FCL Blue Jays,Total,F-BLU,- - -,0,0,0,8.71,0,0,0,10.1,56,10,15,10,1,12,0,2,0,0,12,1.45,1.45,1.00,.87,21.4%,21.4%,0.0%,.238,2.13,,,7.04
Randy Soto,834895,last_60,DSL,18.4,DSL Padres Brown,Total,D-PAB,- - -,1,0,0,27.00,0,0,0,1.2,13,5,5,5,0,3,0,2,0,0,1,5.40,16.20,.33,.00,7.7%,23.1%,-15.4%,.625,4.80,,,12.50
Dylan Driessen,834897,last_60,A,21.7,Palm Beach Cardinals,Total,PMB,- - -,0,2,0,2.55,0,0,2,17.2,72,14,6,5,1,8,0,1,3,0,26,13.25,4.08,3.25,.51,36.1%,11.1%,25.0%,.222,1.25,,,3.01
Barrett Morgan,834900,last_60,A,21.2,Salem RidgeYaks,Total,SAL,- - -,6,2,1,2.30,0,0,0,31.1,125,17,12,8,1,13,0,1,1,1,29,8.33,3.73,2.23,.29,23.2%,10.4%,12.8%,.153,.96,,,3.42
Gregory Sanchez,834906,last_60,DSL,21.4,DSL Arizona Red,Total,D-ARR,- - -,0,0,0,13.50,0,0,0,1.1,8,4,2,2,0,0,0,0,0,0,2,13.50,.00,,.00,25.0%,0.0%,25.0%,.500,3.00,,,1.70
Carlos Virla,834907,last_60,DSL,19.4,DSL Orioles Orange,Total,D-ORO,- - -,0,0,0,9.00,0,0,0,2.0,9,2,2,2,0,1,0,1,1,0,1,4.50,4.50,1.00,.00,11.1%,11.1%,0.0%,.286,1.50,,,6.70
Josue Perez,834908,last_60,DSL,19.6,DSL Giants Orange,Total,D-GIO,- - -,1,0,1,4.50,0,0,0,0.2,7,1,3,3,0,4,0,0,2,0,1,13.50,54.00,.25,.00,14.3%,57.1%,-42.9%,.333,7.50,,,19.70
Franklin Mejia,834912,last_60,DSL,16.8,DSL Marlins,Total,D-MRL,- - -,0,0,0,4.50,0,0,0,1.1,11,5,6,6,2,2,0,0,3,0,1,6.75,13.50,.50,13.50,9.1%,18.2%,-9.1%,.556,5.25,,,27.20
Alonso Carrera,834937,last_60,FCL,21.5,FCL Rays,Total,F-RAY,- - -,0,2,0,.00,0,0,0,4.1,17,3,0,0,0,1,0,0,1,0,8,16.62,2.08,8.00,.00,47.1%,5.9%,41.2%,.188,.92,,,1.04
Fleury Soriano,834945,last_60,DSL,21.3,DSL Cubs Blue,Total,D-CUB,- - -,0,0,0,2.70,0,0,1,3.1,15,2,2,1,1,3,0,0,1,0,4,1.80,8.10,1.33,2.70,26.7%,20.0%,6.7%,.167,1.50,,,8.90
Jhendry Ciriaco,834946,last_60,DSL,20.8,DSL Tampa Bay,Total,D-TAM,- - -,1,0,0,4.50,0,0,0,4.0,17,3,2,2,0,2,0,1,0,0,2,4.50,4.50,1.00,.00,11.8%,11.8%,0.0%,.214,1.25,,,5.95
Cash Kuiper,834954,last_60,A,21.4,Lakeland Flying Tigers,Total,LAK,- - -,6,0,2,6.08,0,0,0,23.2,106,25,20,16,4,10,0,3,4,1,25,9.51,3.80,2.50,1.52,23.6%,9.4%,14.2%,.269,1.48,,,5.42
Dusty Revis,834961,last_60,ACL,22.9,ACL Reds,Total,A-RED,- - -,3,1,1,4.66,0,0,0,9.2,43,10,5,5,0,6,0,1,1,0,14,13.03,5.59,2.33,.00,32.6%,14.0%,18.6%,.278,1.66,,,3.99
Luke Mensik,834965,last_60,ACL,18.8,ACL Giants,Total,A-GIA,- - -,4,0,2,6.35,0,0,0,17.0,83,24,14,12,2,10,0,0,1,0,17,9.00,5.29,1.70,1.06,20.5%,12.0%,8.4%,.329,2.00,,,6.01
Alex Wallace,834971,last_60,A,22.1,Charleston RiverDogs,Total,CHS,- - -,9,0,3,4.46,0,0,0,38.1,164,36,24,19,6,16,0,5,0,2,42,9.86,3.76,2.62,1.41,25.6%,9.8%,15.9%,.252,1.36,,,5.01
Danny Thompson Jr.,834978,last_60,A+,23.8,Vancouver Canadians,Total,VAN,- - -,8,2,2,4.12,0,0,0,39.1,166,30,19,18,4,19,0,0,0,0,57,13.04,4.35,3.00,.92,34.3%,11.4%,22.9%,.204,1.25,,,3.50
Dalton Neuschwander,834985,last_60,A,24.1,Delmarva Shorebirds,Total,DEL,- - -,0,1,3,7.55,0,0,1,31.0,151,46,33,26,5,7,0,1,0,0,30,8.71,2.03,4.29,1.45,19.9%,4.6%,15.2%,.322,1.71,,,4.46
Kaden Echeman,834989,last_60,A,23.5,Palm Beach Cardinals,Total,PMB,- - -,0,5,2,6.31,0,0,0,25.2,124,23,19,18,5,23,0,3,0,1,35,12.27,8.06,1.52,1.75,28.2%,18.5%,9.7%,.235,1.79,,,6.54
Yordy Magdariaga,835009,last_60,DSL,20.4,DSL Tigers 1,Total,D-TI1,- - -,0,1,0,2.70,0,0,1,3.1,15,2,2,1,0,1,0,1,0,0,0,.00,2.70,.00,.00,0.0%,6.7%,-6.7%,.154,.90,,,6.50
Elisandro Ramirez,835011,last_60,DSL,18.5,DSL Braves,Total,D-BRV,- - -,0,0,0,9.00,0,0,0,1.0,4,1,1,1,0,0,0,0,0,2,2,18.00,.00,,.00,50.0%,0.0%,50.0%,.250,1.00,,,.70
Edwin Marte,835012,last_60,FCL,19.1,FCL Orioles,Total,F-ORI,- - -,3,0,1,1.76,0,0,1,15.1,63,13,6,3,1,8,0,3,1,0,7,4.11,4.70,.88,.59,11.1%,12.7%,-1.6%,.250,1.37,,,6.13
Allan Griman,835013,last_60,DSL,19.7,DSL Red Sox Blue,Total,D-RSB,- - -,1,0,1,18.00,0,0,0,2.0,12,6,4,4,1,0,0,0,0,1,5,22.50,.00,,4.50,41.7%,0.0%,41.7%,.500,3.00,,,6.20
Connor Knox,835024,last_60,A,21.9,Myrtle Beach Pelicans,Total,MB,- - -,0,1,0,7.04,0,0,0,7.2,38,8,7,6,1,7,0,0,1,0,9,1.57,8.22,1.29,1.17,23.7%,18.4%,5.3%,.258,1.96,,,5.61
Angel De Jesus,835037,last_60,DSL,20.6,DSL Orioles Orange,Total,D-ORO,- - -,1,0,0,3.00,0,0,0,3.0,13,0,1,1,0,5,0,1,0,0,4,12.00,15.00,.80,.00,30.8%,38.5%,-7.7%,.000,1.67,,,8.04
Cale Wetwiska,835054,last_60,A,21.0,Lakeland Flying Tigers,Total,LAK,- - -,1,1,0,4.76,0,0,0,5.2,28,9,3,3,2,3,0,0,0,0,9,14.29,4.76,3.00,3.18,32.1%,10.7%,21.4%,.360,2.12,,,6.69
Enyel Garcia,835078,last_60,DSL,18.9,DSL Orioles Orange,Total,D-ORO,- - -,1,1,1,.00,0,0,0,3.1,14,2,1,0,0,3,0,0,0,0,4,1.80,8.10,1.33,.00,28.6%,21.4%,7.1%,.182,1.50,,,5.00
Wily Villar,835183,last_60,A,27.8,Hickory Crawdads,Total,HIC,- - -,0,2,1,3.05,0,0,2,20.2,83,15,8,7,1,7,0,5,2,1,21,9.15,3.05,3.00,.44,25.3%,8.4%,16.9%,.211,1.06,,,3.86
Handrychson Colina,835192,last_60,DSL,19.4,DSL CLE Mendoza,Total,D-CLM,- - -,0,0,0,.00,0,0,0,1.0,5,0,0,0,0,1,0,0,1,0,1,9.00,9.00,1.00,.00,20.0%,20.0%,0.0%,.000,1.00,,,5.70
Melvin Hidalgo,835194,last_60,FCL,20.8,FCL Braves,Total,F-BRV,- - -,0,0,2,2.89,0,0,1,9.1,40,6,4,3,0,9,0,3,2,1,4,3.86,8.68,.44,.00,10.0%,22.5%,-12.5%,.214,1.61,,,7.04
Wilfran Ortega,835195,last_60,DSL,19.0,DSL Cubs Blue,Total,D-CUB,- - -,0,0,0,14.73,0,0,0,3.2,21,6,7,6,0,3,0,1,4,1,4,9.82,7.36,1.33,.00,19.0%,14.3%,4.8%,.353,2.45,,,5.80
Welin Aponte,835196,last_60,DSL,19.6,DSL Pirates Gold,Total,D-PIG,- - -,0,0,1,5.79,0,0,0,4.2,19,2,3,3,0,4,0,0,1,0,3,5.79,7.71,.75,.00,15.8%,21.1%,-5.3%,.133,1.29,,,5.99
Cesar Rodriguez,835197,last_60,FCL,21.3,FCL Braves,Total,F-BRV,- - -,0,0,0,4.91,0,0,0,3.2,21,4,2,2,1,7,0,0,1,0,5,12.27,17.18,.71,2.45,23.8%,33.3%,-9.5%,.286,3.00,,,1.59
Logan Tinkam,835198,last_60,DSL,19.2,DSL LAD Mega,Total,D-LAM,- - -,0,0,0,5.40,0,0,0,3.1,17,4,2,2,0,3,0,0,0,0,2,5.40,8.10,.67,.00,11.8%,17.6%,-5.9%,.286,2.10,,,6.20
Jesus Garcia,835199,last_60,DSL,18.5,DSL Royals Ventura,Total,D-ROV,- - -,0,0,0,54.00,0,0,0,0.2,8,5,4,4,1,1,0,0,1,0,0,.00,13.50,.00,13.50,0.0%,12.5%,-12.5%,.714,9.00,,,28.70
Jhon Rivas,835201,last_60,FCL,18.7,FCL Blue Jays,Total,F-BLU,- - -,0,2,0,2.89,0,0,1,9.1,43,13,4,3,1,5,0,0,2,0,6,5.79,4.82,1.20,.96,14.0%,11.6%,2.3%,.342,1.93,,,5.76
Antonio Morales,835202,last_60,DSL,19.3,DSL Astros Orange,Total,D-ASO,- - -,1,0,0,1.35,0,0,0,6.2,25,6,2,1,0,0,0,0,0,0,4,5.40,.00,,.00,16.0%,0.0%,16.0%,.240,.90,,,3.50
Bryan Regalado,835203,last_60,ACL,19.1,ACL Brewers,Total,A-BRW,- - -,0,1,0,14.40,0,0,1,10.0,58,18,17,16,3,12,0,1,4,0,6,5.40,1.80,.50,2.70,10.3%,20.7%,-10.3%,.400,3.00,,,11.32
Thomas Conrad,835213,last_60,A,20.7,Wilson Warbirds,Total,WIL,- - -,0,4,2,3.33,0,0,0,27.0,110,16,11,10,2,18,0,1,3,0,28,9.33,6.00,1.56,.67,25.5%,16.4%,9.1%,.176,1.26,,,4.52
Charlie Christensen,835214,last_60,A,22.6,Lakeland Flying Tigers,Total,LAK,- - -,4,1,0,1.64,0,0,0,22.0,91,16,4,4,1,7,0,1,0,0,33,13.50,2.86,4.71,.41,36.3%,7.7%,28.6%,.193,1.05,,,2.37
Brandon Langley,835236,last_60,A,21.7,Lake Elsinore Storm,Total,LE,- - -,0,3,1,5.62,0,0,0,24.0,105,20,19,15,1,13,0,1,7,1,30,11.25,4.88,2.31,.38,28.6%,12.4%,16.2%,.220,1.38,,,4.22
Domingo Mejía,835309,last_60,DSL,19.0,DSL Cardinals,Total,D-CAR,- - -,0,1,0,5.40,0,0,0,1.2,9,1,2,1,0,3,0,0,0,0,1,5.40,16.20,.33,.00,11.1%,33.3%,-22.2%,.167,2.40,,,8.90
Eddison Septimo,835321,last_60,DSL,19.2,DSL Red Sox Blue,Total,D-RSB,- - -,0,1,0,13.50,0,0,0,1.1,7,2,2,2,2,1,0,0,0,0,1,6.75,6.75,1.00,13.50,14.3%,14.3%,0.0%,.333,2.25,,,24.95
Alexander Martinez,835325,last_60,A,23.4,Kannapolis Cannon Ballers,Total,KAN,- - -,0,1,2,6.61,0,0,0,16.1,71,21,12,12,3,4,0,1,3,2,20,11.02,2.20,5.00,1.65,28.2%,5.6%,22.5%,.318,1.53,,,4.38
Diego Lanzosa,835330,last_60,ACL,20.0,ACL Rangers,Total,A-RAN,- - -,2,2,1,2.14,0,0,1,21.0,79,11,8,5,0,8,0,2,1,1,26,11.14,3.43,3.25,.00,32.9%,10.1%,22.8%,.159,.90,,,3.67
Carter Rasmussen,835339,last_60,FCL,22.0,FCL Red Sox,Total,F-RSX,- - -,0,1,1,15.83,0,0,0,9.2,67,10,19,17,1,28,0,2,4,0,16,14.90,26.07,.57,.93,23.9%,41.8%,-17.9%,.270,3.93,,,11.39
Ricardo Montilla,835345,last_60,DSL,19.4,DSL Royals Fortuna,Total,D-ROF,- - -,0,0,1,.00,0,0,0,1.1,8,2,1,0,0,2,1,0,0,0,2,13.50,13.50,1.00,.00,25.0%,25.0%,0.0%,.333,3.00,,,6.20
Derek Munoz,835352,last_60,ACL,18.7,ACL Guardians,Total,A-GUA,- - -,5,0,0,5.40,0,0,0,16.2,77,17,13,10,2,11,0,3,1,0,17,9.18,5.94,1.55,1.08,22.1%,14.3%,7.8%,.270,1.68,,,6.76
Jacob Johnson,835375,last_60,ACL,20.0,ACL Rangers,Total,A-RAN,- - -,5,1,0,1.74,0,0,0,20.2,82,10,5,4,0,11,0,1,2,0,27,11.76,4.79,2.45,.00,32.9%,13.4%,19.5%,.143,1.02,,,3.85
Sam Rochard,835380,last_60,A+,25.9,Cedar Rapids Kernels,Total,CR,- - -,0,1,2,5.96,0,0,0,25.2,117,29,19,17,4,13,0,1,1,1,27,9.47,4.56,2.08,1.40,23.1%,11.1%,12.0%,.282,1.64,,,5.48
Tony Gonzalez,835390,last_60,DSL,22.1,DSL Pirates Gold,Total,D-PIG,- - -,0,0,0,7.20,0,0,0,5.0,20,4,4,4,0,1,0,0,1,0,7,12.60,1.80,7.00,.00,35.0%,5.0%,30.0%,.211,1.00,,,2.50
Luis  Avila,835395,last_60,DSL,19.1,DSL Reds,Total,D-RED,- - -,0,0,0,.00,0,0,1,2.0,7,0,0,0,0,0,0,1,0,0,3,13.50,.00,,.00,42.9%,0.0%,42.9%,.000,.00,,,3.20
Julio Pinales,835396,last_60,DSL,19.8,DSL Reds,Total,D-RED,- - -,0,0,0,4.50,0,0,0,2.0,9,2,1,1,0,1,0,0,1,1,3,13.50,4.50,3.00,.00,33.3%,11.1%,22.2%,.250,1.50,,,3.20
Rafael Gonzalez,835403,last_60,DSL,20.9,DSL Tigers 1,Total,D-TI1,- - -,0,0,0,9.00,0,0,0,2.0,10,3,2,2,0,0,0,0,1,1,3,13.50,.00,,.00,30.0%,0.0%,30.0%,.300,1.50,,,1.70
Jose Andrades,835406,last_60,DSL,19.9,DSL Blue Jays Blue,Total,D-BJB,- - -,1,0,0,.00,0,0,0,5.0,15,3,0,0,0,0,0,0,0,0,4,7.20,.00,,.00,26.7%,0.0%,26.7%,.200,.60,,,3.10
Diego Perez,835479,last_60,ACL,17.9,ACL White Sox,Total,A-WSX,- - -,3,0,1,21.00,0,0,0,6.0,45,9,15,14,0,14,0,5,1,0,7,1.50,21.00,.50,.00,15.6%,31.1%,-15.6%,.346,3.83,,,11.88
Brandon McPherson,835483,last_60,AAA,26.2,Sugar Land Space Cowboys,Total,SUG,- - -,8,0,1,5.73,0,0,0,33.0,149,37,21,21,7,15,0,0,4,0,31,8.45,4.09,2.07,1.91,20.8%,10.1%,10.7%,.276,1.58,,,6.02
Yusef Hanania,835486,last_60,DSL,20.6,DSL Cubs Red,Total,D-CUR,- - -,0,0,0,8.10,0,0,0,3.1,17,3,3,3,0,5,0,0,1,0,4,1.80,13.50,.80,.00,23.5%,29.4%,-5.9%,.250,2.40,,,6.80
Michael Manjarres,835488,last_60,DSL,20.2,DSL Red Sox Blue,Total,D-RSB,- - -,0,0,1,27.00,0,0,0,1.2,16,3,8,5,0,5,0,2,2,0,1,5.40,27.00,.20,.00,6.2%,31.2%,-25.0%,.333,4.80,,,16.10
Julio Gonzalez,835490,last_60,FCL,19.6,FCL Mets,Total,F-MET,- - -,3,0,2,8.16,0,0,0,14.1,61,14,14,13,9,5,0,1,0,2,10,6.28,3.14,2.00,5.65,16.4%,8.2%,8.2%,.255,1.33,,,12.07
Deivi Garcia,835491,last_60,DSL,21.9,DSL Rojos,Total,D-ROJ,- - -,0,1,0,.00,0,0,0,2.0,8,0,0,0,0,2,0,0,1,0,2,9.00,9.00,1.00,.00,25.0%,25.0%,0.0%,.000,1.00,,,5.70
Anderson Rivera,835492,last_60,DSL,19.4,DSL Cubs Red,Total,D-CUR,- - -,0,0,0,.00,0,0,0,4.1,19,4,1,0,0,3,0,0,1,0,1,2.08,6.23,.33,.00,5.3%,15.8%,-10.5%,.250,1.62,,,6.32
Junior Medina,835495,last_60,DSL,19.0,DSL Orioles Orange,Total,D-ORO,- - -,1,0,0,3.00,0,0,0,3.0,16,5,3,1,0,2,0,0,0,0,2,6.00,6.00,1.00,.00,12.5%,12.5%,0.0%,.357,2.33,,,5.37
Antony Ventura,835498,last_60,DSL,17.8,DSL Colorado,Total,D-COL,- - -,0,0,0,162.00,0,0,0,0.1,7,3,6,6,0,0,0,3,1,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.750,9.00,,,31.70
Derlin Garcia,835501,last_60,DSL,19.6,DSL Brewers Gold,Total,D-BWG,- - -,1,0,0,3.60,0,0,0,5.0,22,6,2,2,0,3,0,0,0,0,2,3.60,5.40,.67,.00,9.1%,13.6%,-4.5%,.316,1.80,,,5.70
Louis Marinaro,835516,last_60,A,21.8,Hickory Crawdads,Total,HIC,- - -,0,2,1,1.86,0,0,4,19.1,79,17,5,4,1,3,0,2,0,1,28,13.03,1.40,9.33,.47,35.4%,3.8%,31.6%,.230,1.03,,,2.07
Randy Ramnarace,835609,last_60,A,21.7,Columbia Fireflies,Total,COL,- - -,0,0,2,2.89,0,0,0,18.2,85,10,8,6,2,18,0,3,1,1,16,7.71,8.68,.89,.96,18.8%,21.2%,-2.4%,.156,1.50,,,6.57
